Date,Time,Ticker,Price,Change_Pct,Volume
2026-06-29,16:45:23,META,564.28,6.6,0
2026-06-29,16:45:23,AAPL,280.23,6.54,0
2026-06-29,16:45:23,AMD,532.73,6.54,0
2026-06-29,16:45:23,TSM,451.38,6.54,0
2026-06-29,16:45:23,AMZN,239.9,6.54,0
2026-06-29,18:12:55,MSFT,368.42,5.76,0
2026-06-29,18:12:55,GOOGL,353.02,5.76,0
2026-06-29,18:12:55,NVDA,193.79,5.76,0
2026-06-29,18:12:55,META,565.33,0.71,0
2026-06-29,18:12:55,AAPL,281.42,5.76,0
2026-06-29,18:12:55,AMD,539.63,5.76,0
2026-06-29,18:12:55,TSM,451.83,0.71,0
2026-06-29,18:12:55,AMZN,240.58,5.76,0
2026-06-29,19:46:01,MSFT,368.23,-0.34,0
2026-06-29,19:46:01,GOOGL,354.3,-0.32,0
2026-06-29,19:46:01,NVDA,194.89,-0.32,0
2026-06-29,19:46:01,META,566.03,-0.32,0
2026-06-29,19:46:01,AAPL,281.71,-0.32,0
2026-06-29,19:46:01,AMD,537.47,-0.32,0
2026-06-29,19:46:01,TSM,453.54,-0.32,0
2026-06-29,19:46:01,AMZN,239.99,-0.32,0
2026-06-29,21:39:40,MSFT,368.57,-0.71,0
2026-06-29,21:39:40,GOOGL,353.65,-0.71,0
2026-06-29,21:39:40,NVDA,194.97,-0.71,0
2026-06-29,21:39:40,META,562.6,-0.71,0
2026-06-29,21:39:40,AAPL,281.74,-0.71,0
2026-06-29,21:39:40,AMD,539.49,-0.71,0
2026-06-29,21:39:40,TSM,455.1,-0.71,0
2026-06-29,21:39:40,AMZN,240.14,-0.71,0
2026-06-29,22:44:06,MSFT,368.57,-0.71,0
2026-06-29,22:44:06,GOOGL,353.65,-0.71,0
2026-06-29,22:44:06,NVDA,194.97,-0.71,0
2026-06-29,22:44:06,META,562.6,-0.71,0
2026-06-29,22:44:06,AAPL,281.74,-0.71,0
2026-06-29,22:44:06,AMD,539.49,-0.71,0
2026-06-29,22:44:06,TSM,455.1,-0.71,0
2026-06-29,22:44:06,AMZN,240.14,-0.71,0
2026-06-30,16:04:05,MSFT,371.34,6.53,0
2026-06-30,16:04:05,GOOGL,357.15,6.57,0
2026-06-30,16:04:05,NVDA,198.08,6.57,0
2026-06-30,16:04:05,META,557.29,6.57,0
2026-06-30,16:04:05,AAPL,289.08,6.51,0
2026-06-30,16:04:05,AMD,576.32,6.51,0
2026-06-30,16:04:05,TSM,468.85,6.51,0
2026-06-30,16:04:05,AMZN,239.49,6.51,0
2026-06-30,18:03:55,MSFT,370.97,0.75,0
2026-06-30,18:03:55,GOOGL,356.15,0.78,0
2026-06-30,18:03:55,NVDA,198.54,0.78,0
2026-06-30,18:03:55,META,560.4,0.78,0
2026-06-30,18:03:55,AAPL,288.96,0.78,0
2026-06-30,18:03:55,AMD,581.21,0.75,0
2026-06-30,18:03:55,TSM,471.66,0.75,0
2026-06-30,18:03:55,AMZN,238.61,0.75,0
2026-06-30,19:44:47,MSFT,371.94,0.95,0
2026-06-30,19:44:47,GOOGL,357.63,0.95,0
2026-06-30,19:44:47,NVDA,199.03,0.95,0
2026-06-30,19:44:47,META,562.22,0.95,0
2026-06-30,19:44:47,AAPL,287.91,0.95,0
2026-06-30,19:44:47,AMD,582.23,0.95,0
2026-06-30,19:44:47,TSM,475.97,0.95,0
2026-06-30,19:44:47,AMZN,238.54,0.95,0
2026-06-30,21:42:05,MSFT,373.02,2.63,0
2026-06-30,21:42:05,GOOGL,357.37,2.63,0
2026-06-30,21:42:05,NVDA,200.09,2.63,0
2026-06-30,21:42:05,META,563.29,2.63,0
2026-06-30,21:42:05,AAPL,289.36,2.63,0
2026-06-30,21:42:05,AMD,580.91,2.63,0
2026-06-30,21:42:05,TSM,477.57,2.63,0
2026-06-30,21:42:05,AMZN,238.34,2.63,0
2026-06-30,23:00:49,MSFT,373.02,2.63,0
2026-06-30,23:00:49,GOOGL,357.37,2.63,0
2026-06-30,23:00:49,NVDA,200.09,2.63,0
2026-06-30,23:00:49,META,563.29,2.63,0
2026-06-30,23:00:49,AAPL,289.36,2.63,0
2026-06-30,23:00:49,AMD,580.91,2.63,0
2026-06-30,23:00:49,TSM,477.57,2.63,0
2026-06-30,23:00:49,AMZN,238.34,2.63,0
2026-07-01,16:05:20,MSFT,385.89,-1.6,0
2026-07-01,16:05:20,GOOGL,359.19,-1.61,0
2026-07-01,16:05:20,NVDA,196.87,-1.61,0
2026-07-01,16:05:20,META,618.71,-1.61,0
2026-07-01,16:05:20,AAPL,295.47,-1.61,0
2026-07-01,16:05:20,AMD,550.0,-1.61,0
2026-07-01,16:05:20,TSM,446.65,-1.61,0
2026-07-01,16:05:20,AMZN,242.15,-1.61,0
2026-07-01,18:04:02,MSFT,388.03,0.21,0
2026-07-01,18:04:02,GOOGL,360.49,0.91,0
2026-07-01,18:04:02,NVDA,198.8,0.91,0
2026-07-01,18:04:02,META,621.39,0.91,0
2026-07-01,18:04:02,AAPL,293.42,0.91,0
2026-07-01,18:04:02,AMD,549.76,0.91,0
2026-07-01,18:04:02,TSM,445.61,0.83,0
2026-07-01,18:04:02,AMZN,244.05,0.83,0
2026-07-01,19:41:56,MSFT,385.46,1.09,0
2026-07-01,19:41:56,GOOGL,360.98,1.09,0
2026-07-01,19:41:56,NVDA,198.57,1.09,0
2026-07-01,19:41:56,META,616.58,1.09,0
2026-07-01,19:41:56,AAPL,294.08,1.09,0
2026-07-01,19:41:56,AMD,544.32,1.09,0
2026-07-01,19:41:56,TSM,446.29,1.09,0
2026-07-01,19:41:56,AMZN,242.19,1.08,0
2026-07-01,21:41:17,MSFT,384.28,0.44,0
2026-07-01,21:41:17,GOOGL,361.21,0.44,0
2026-07-01,21:41:17,NVDA,197.58,0.44,0
2026-07-01,21:41:17,META,612.91,0.44,0
2026-07-01,21:41:17,AAPL,294.38,0.44,0
2026-07-01,21:41:17,AMD,540.88,0.44,0
2026-07-01,21:41:17,TSM,444.23,-0.027,0
2026-07-01,21:41:17,AMZN,241.7,0.44,0
2026-07-01,22:59:09,MSFT,384.28,0.44,0
2026-07-01,22:59:09,GOOGL,361.21,0.44,0
2026-07-01,22:59:09,NVDA,197.58,0.44,0
2026-07-01,22:59:09,META,612.91,0.44,0
2026-07-01,22:59:09,AAPL,294.38,0.44,0
2026-07-01,22:59:09,AMD,540.88,0.44,0
2026-07-01,22:59:09,TSM,444.23,0.44,0
2026-07-01,22:59:09,AMZN,241.7,0.44,0
2026-07-02,15:40:31,MSFT,388.62,-1.61,0
2026-07-02,15:40:31,GOOGL,357.24,-1.61,0
2026-07-02,15:40:31,NVDA,195.47,-1.61,0
2026-07-02,15:40:31,META,589.04,-1.61,0
2026-07-02,15:40:31,AAPL,306.53,-1.68,0
2026-07-02,15:40:31,AMD,524.86,-1.68,0
2026-07-02,15:40:31,TSM,446.17,-1.68,0
2026-07-02,15:40:31,AMZN,245.84,-1.68,0
2026-07-02,17:57:22,MSFT,390.66,-1.98,0
2026-07-02,17:57:22,GOOGL,356.57,-1.98,0
2026-07-02,17:57:22,NVDA,192.85,-1.98,0
2026-07-02,17:57:22,META,584.93,-1.96,0
2026-07-02,17:57:22,AAPL,307.46,-1.96,0
2026-07-02,17:57:22,AMD,509.4,-1.96,0
2026-07-02,17:57:22,TSM,432.29,-1.96,0
2026-07-02,17:57:22,AMZN,244.06,-1.98,0
2026-07-02,19:12:32,MSFT,392.18,-2.15,0
2026-07-02,19:12:32,GOOGL,359.26,-2.15,0
2026-07-02,19:12:32,NVDA,192.8,-2.15,0
2026-07-02,19:12:32,META,586.0,-2.15,0
2026-07-02,19:12:32,AAPL,308.08,-2.15,0
2026-07-02,19:12:32,AMD,508.38,-2.15,0
2026-07-02,19:12:32,TSM,431.53,-2.15,0
2026-07-02,19:12:32,AMZN,243.53,-2.15,0
2026-07-02,21:16:07,MSFT,390.49,-1.39,0
2026-07-02,21:16:07,GOOGL,359.91,-1.39,0
2026-07-02,21:16:07,NVDA,194.83,-1.39,0
2026-07-02,21:16:07,META,582.9,-1.39,0
2026-07-02,21:16:07,AAPL,308.63,-1.39,0
2026-07-02,21:16:07,AMD,517.82,-1.39,0
2026-07-02,21:16:07,TSM,434.16,-1.39,0
2026-07-02,21:16:07,AMZN,242.67,-1.39,0
2026-07-02,22:53:29,MSFT,390.49,-1.39,0
2026-07-02,22:53:29,GOOGL,359.91,-1.39,0
2026-07-02,22:53:29,NVDA,194.83,-1.39,0
2026-07-02,22:53:29,META,582.9,-1.39,0
2026-07-02,22:53:29,AAPL,308.63,-1.39,0
2026-07-02,22:53:29,AMD,517.82,-1.39,0
2026-07-02,22:53:29,TSM,434.16,-1.39,0
2026-07-02,22:53:29,AMZN,242.67,-1.39,0
